,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request,constraint,collections_events_type,user,collection_name,collection_logical_name,start_after_collection_ids,vertical_scaling,scheduler,start_time,end_time,average_usage,maximum_usage,random_sample_usage,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,cpu_usage_distribution,tail_cpu_usage_distribution,cluster,event,failed
288,1.39892E+12,0,7.99886E+11,2,0,360,6.98303E+11,2103,80279613703,"{'cpus': 0.0117034912109375, 'memory': 0.0013027191162109375}",[],0,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,wbW7/XG4/CrDE9giJOJz9zo3el99aFE875q4fY8cTbE=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.3335E+12,1.3338E+12,"{'cpus': 0.00244903564453125, 'memory': 0.00270843505859375}","{'cpus': 0.028045654296875, 'memory': 0.00641632080078125}","{'cpus': 0.0005044937133789062, 'memory': None}",0,0.001342773,1.524271488,0.006376752,1,"[0.0001173  0.00029755 0.00035191 0.0004406  0.0005722  0.00068569
 0.00081444 0.00127602 0.00354385 0.00831604 0.02810669]","[0.00849915 0.00946045 0.01025391 0.01060486 0.01100159 0.0111084
 0.01135254 0.01168823 0.01950073]",4,ENABLE,0
289,8.01666E+11,3,7.96037E+11,0,0,0,0,3526,46522145411,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,CNFGnjDyQWE8cgdeBVMIpVRstN5mjdFrkhPo739gLzg=,uHCXraDjnbKTvQ3lFoEkkhzOhtNX7OYmiYFAmeNEDGo=,[],1,0,8.40898E+11,8.409E+11,"{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': 0.0}","{'cpus': 0.0, 'memory': None}",0,0,,,1,[],[],4,FINISH,0
290,1.65417E+12,3,2.61379E+11,2,0,360,2.21495E+11,646,2033517235,"{'cpus': 0.011077880859375, 'memory': 0.0013027191162109375}",[],3,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,ir4ewLnJ2zsfB14RCYD/70NQKmdGPHhwRRo+2IXRSto=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2,0,1.40649E+12,1.40649E+12,"{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': 9.5367431640625e-07}","{'cpus': 0.0, 'memory': None}",0,0,,,1,[],[],7,FINISH,0
291,1.3627E+12,6,7.54919E+11,0,0,105,0,665,27366229888,"{'cpus': 0.0032196044921875, 'memory': 0.00276947021484375}",[],6,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,c9iPlyOicK2Mz+L1lS4AZVXktjfcQS7XY7J1PCDMIHw=,fPhJIUobOdlZPz6KclCEyHsL7qFlxpTAsH9SnzWcRaU=,[],2,1,1.36244E+12,1.3626E+12,"{'cpus': 0.002437591552734375, 'memory': 0.0017070770263671875}","{'cpus': 0.016265869140625, 'memory': 0.002117156982421875}","{'cpus': 0.000362396240234375, 'memory': None}",0.002388,0.000388145,,,1,"[6.10351562e-05 1.89781189e-04 3.10897827e-04 3.65257263e-04
 4.42504883e-04 5.22613525e-04 8.29696655e-04 2.73513794e-03
 5.12695312e-03 8.13293457e-03 1.62353516e-02]","[0.00828552 0.00862122 0.0087738  0.00889587 0.0090332  0.00917053
 0.00930786 0.00952148 0.01051331]",3,SCHEDULE,0
292,2.42018E+12,0,2.9749E+11,0,0,0,0,38245,6176620901,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",0,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,3IAd9NPpz3vSI8WM6ZjGUEuJjjXe4mYwU3hAaurkuPQ=,7dWpfUjEmw2lPfvkRQ2PbmM1QqJ/m4FVlXkrZqFWzXY=,[],1,0,2.3211E+12,2.3214E+12,"{'cpus': 0.0047760009765625, 'memory': 0.002086639404296875}","{'cpus': 0.01190185546875, 'memory': 0.0023345947265625}","{'cpus': 0.001239776611328125, 'memory': None}",0.002780914,0,1.094997406,0.005642158,1,"[0.00022984 0.00028992 0.00039864 0.00246811 0.00523376 0.00600433
 0.00647736 0.00704193 0.00739288 0.00790405 0.01190186]","[0.00796509 0.00804138 0.00811768 0.00819397 0.008255   0.0083313
 0.00842285 0.00886536 0.01097107]",7,ENABLE,0
293,1.61248E+12,6,2.30864E+11,0,0,103,0,134,29946143483,"{'cpus': 0.016632080078125, 'memory': 0.019561767578125}",[],6,oZM/E8rj1zXacRYXqqaMjbiQ5nj18xjGbV2W5J38Lo0=,oPQ6TpEd4bhfQOb6LnIEcmw8NPzB9+mm0DvdnG9Np7o=,a17h/H87jSQQx/+NwBk8EETZxPkho3i//1d68Lnpmac=,[230863557558],3,1,1.5768E+12,1.5771E+12,"{'cpus': 0.0140533447265625, 'memory': 0.0106201171875}","{'cpus': 0.1103515625, 'memory': 0.0107421875}","{'cpus': 0.002166748046875, 'memory': None}",0.022583008,0.000629425,1.309598446,0.010772784,1,"[0.00022125 0.00026512 0.00028038 0.00029564 0.00031471 0.00037766
 0.00188446 0.02349854 0.03479004 0.04486084 0.10070801]","[0.04669189 0.05084229 0.05651855 0.05877686 0.05993652 0.06170654
 0.06665039 0.06860352 0.07568359]",5,SCHEDULE,0
294,2.52695E+12,0,1.28325E+11,1,0,200,0,1267,96915341329,"{'cpus': 0.0081024169921875, 'memory': 0.00238037109375}",[],0,Teqp6AIRf+IB3IEIsoeKkCPaHJcMylV64UZabEdN36o=,WU3SXzSYHcM7U0qVapzvBQVYPc7LaXff/o8tJ6SZQWQ=,9dT+0qkdD2pFY8y9YHThTfCDIjjbJ1ad31PH/nI+CN8=,[],2,0,1.2426E+12,1.2429E+12,"{'cpus': 0.00348663330078125, 'memory': 0.0014171600341796875}","{'cpus': 0.028717041015625, 'memory': 0.0014667510986328125}","{'cpus': 0.00048351287841796875, 'memory': None}",0.003623962,0.000119209,1.916415811,0.006099898,1,"[0.00030994 0.00035858 0.00038528 0.00042057 0.0005064  0.00098038
 0.00239563 0.00447845 0.00715637 0.00939941 0.02001953]","[0.01045227 0.01158142 0.01203918 0.01257324 0.01322937 0.0141449
 0.01519775 0.01560974 0.01638794]",1,ENABLE,0
295,2.19323E+12,2,1.16647E+11,1,0,200,0,40,33175571288,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}",[],2,zmpRXVnbga1UZsXYDI1kovjFavrvXMEXoCac0B3oSE4=,qKgaTdS7qX1AXkM4j1iU5QW3jOiet4pcDU0ZUgPYK+c=,073MP4GwcDLt9pohYTMXAdH/L62t8+BOYI4h69cbrQM=,[],2,0,3.612E+11,3.61217E+11,"{'cpus': 0.0019683837890625, 'memory': 0.0006999969482421875}","{'cpus': 0.00555419921875, 'memory': 0.000759124755859375}","{'cpus': 9.441375732421875e-05, 'memory': None}",0.006500244,0.000320435,,,1,"[3.62396240e-05 5.53131104e-05 8.20159912e-05 1.02996826e-04
 1.23023987e-04 2.20298767e-04 6.95228577e-04 3.94439697e-03
 4.69970703e-03 5.24902344e-03 5.53894043e-03]","[0.00525665 0.00526428 0.00527191 0.00527954 0.00553894 0.00553894
 0.00553894 0.00553894 0.00553894]",3,FAIL,1
296,0,2,67769965280,3,0,200,67769962227,797,19235849683,"{'cpus': 0.0089874267578125, 'memory': 0.01336669921875}",[],2,5Z9q8OsSNVvu/2AC5Akv3ISxv1Mfd5iTrw9QFmGCrRw=,yaM4XE6rZPrniCS1w08xJdvRHUafni1D8lyafRdx+ik=,rMOtrA8Nr1Bs7+BQusXsL1pOEITk5n9h9zQYSKhiQXY=,[],1,0,4.5E+11,4.503E+11,"{'cpus': 0.0045928955078125, 'memory': 0.0008707046508789062}","{'cpus': 0.0124664306640625, 'memory': 0.0008878707885742188}","{'cpus': 0.004852294921875, 'memory': None}",0,0.000232697,2.672981501,0.015635861,1,"[0.00264359 0.00351334 0.00379181 0.0040741  0.00426483 0.00447845
 0.00470734 0.00506592 0.00527954 0.00570679 0.00725555]","[0.00576019 0.0058136  0.00590515 0.00596619 0.00608063 0.00611877
 0.0062561  0.00644684 0.00650024]",5,FAIL,1
297,1.05249E+12,5,3.83095E+11,0,0,107,0,3396,21550979,"{'cpus': 0.002552032470703125, 'memory': 0.0016727447509765625}",[],5,oMKuLKWsfJhu0O+F17yAzJe4K2NxU+xQn0TNVTL86N4=,uK3k8EfQhCZThIJ8RLpLEFQ6J2fSpGuYlur/SbUsj4k=,CcJCuZd+0bWW6aNMYnhJ14rvjbkHLRN64M5VYX7ROYg=,[],3,1,1.05251E+12,1.05251E+12,"{'cpus': 6.4849853515625e-05, 'memory': 0.0006694793701171875}","{'cpus': 0.00025844573974609375, 'memory': 0.0006694793701171875}","{'cpus': 1.621246337890625e-05, 'memory': None}",0.001672745,0.000654221,,,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],1,LOST,0
298,1.42533E+12,2,7.95459E+11,2,0,360,6.98303E+11,2053,5568091747,"{'cpus': 0.0121612548828125, 'memory': 0.0013027191162109375}",[],2,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,9ND6yPoc+F4MZqDqBiYG4UGx62ANYrPwCz9U+9PoCkg=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.2792E+12,1.2795E+12,"{'cpus': 0.003108978271484375, 'memory': 0.00450897216796875}","{'cpus': 0.0213623046875, 'memory': 0.00461578369140625}","{'cpus': 0.01812744140625, 'memory': None}",0,0.000463486,2.145032883,0.006952867,1,"[0.0001955  0.0002346  0.00025654 0.00028038 0.00030422 0.00034428
 0.00039864 0.00052547 0.0033989  0.01519775 0.0213623 ]","[0.01733398 0.01809692 0.01824951 0.01843262 0.01855469 0.01876831
 0.01904297 0.01971436 0.02008057]",4,FAIL,1
299,1.59726E+12,2,3.14894E+11,0,0,0,0,23753,10517873375,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",2,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,e61iukc9Lpk3sIpYCVFGMrDE2p6RyCy0sz/GvTKEP9E=,7dWpfUjEmw2lPfvkRQ2PbmM1QqJ/m4FVlXkrZqFWzXY=,[],1,0,1.35917E+12,1.35917E+12,"{'cpus': 0.0, 'memory': 0.0001010894775390625}","{'cpus': 0.0, 'memory': 0.0001010894775390625}","{'cpus': 0.0, 'memory': None}",0.002624512,0.000536919,2.718525887,0.018696712,1,[],[],8,FAIL,1
300,2.60356E+12,2,3.30587E+11,2,0,360,3.30587E+11,1837,2448436664,"{'cpus': 0.01947021484375, 'memory': 0.0013027191162109375}",[],2,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,uh9Nz09glsbijE3bGdPuO3moWc4AKW+ndg9KrChNZO0=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.7322E+12,1.7325E+12,"{'cpus': 0.0225830078125, 'memory': 0.0097503662109375}","{'cpus': 0.101806640625, 'memory': 0.016998291015625}","{'cpus': 0.0004520416259765625, 'memory': None}",0,0.002174377,0.982498944,0.002165046,1,"[6.96182251e-05 2.98500061e-04 4.30107117e-04 9.78469849e-04
 4.89807129e-03 1.01318359e-02 1.55792236e-02 2.58483887e-02
 4.76684570e-02 6.93359375e-02 1.01684570e-01]","[0.07055664 0.07141113 0.07568359 0.08032227 0.08239746 0.08679199
 0.08935547 0.09204102 0.09753418]",1,FAIL,1
301,1.45015E+12,3,4.94893E+11,0,0,103,0,5868,2603594112,"{'cpus': 0.00643157958984375, 'memory': 0.0052490234375}",[],3,mB48MswaSZ7cdHmzW4y0uUiCa2KTl0Fps1Mu8yeektw=,r3HhVdq6YIDq0lHHJM/9Z9Om2vZHESMw+s4Uk7Kp7ww=,E3UIuEw9lsuWOP/DpnjIkR200DcA6wUX8NoQvzu0uM0=,[],3,1,1.4607E+12,1.461E+12,"{'cpus': 0.0099334716796875, 'memory': 0.00389862060546875}","{'cpus': 0.029205322265625, 'memory': 0.0040130615234375}","{'cpus': 0.009063720703125, 'memory': None}",0.00592041,0.00062561,0.73679477,0.003120471,1,"[0.00017262 0.00749207 0.00811768 0.00827026 0.00846863 0.0091095
 0.01106262 0.01251221 0.01321411 0.01383972 0.01660156]","[0.0138855  0.01393127 0.01397705 0.01402283 0.01408386 0.01412964
 0.01445007 0.01483154 0.01522827]",2,FINISH,0
302,1.34599E+12,5,3.48547E+11,2,0,360,2.71642E+11,577,49047722748,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,d62biW/uJqfFDumZ7OJ/lxr9JOmfQXDacErszzg0sjs=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.0782E+12,1.0785E+12,"{'cpus': 0.0338134765625, 'memory': 0.0186767578125}","{'cpus': 0.1065673828125, 'memory': 0.019287109375}","{'cpus': 0.04022216796875, 'memory': None}",0,0.00123024,0.875459015,0.008158403,1,"[0.00753021 0.02182007 0.02661133 0.02938843 0.0324707  0.03497314
 0.03771973 0.0402832  0.0423584  0.04418945 0.04931641]","[0.04437256 0.04455566 0.0447998  0.04510498 0.04534912 0.0456543
 0.04608154 0.04656982 0.04748535]",6,LOST,0
303,1.45549E+12,6,7.55687E+11,0,0,105,0,8340,3.50657E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}",[],6,fyVrWxhkLIMjl2J3LD3cpOWRuMUdb9sqYAI1OSXrPX0=,WFDT2cA4Z2GGeRBluqNbpAEp9fFYRZWWryfAbA6iGY8=,XEEbVRdt29HOHVFyVxuJXKjH14AJpv2bK56r7DrIL8Q=,[],2,1,1.4472E+12,1.4475E+12,"{'cpus': 0.00020599365234375, 'memory': 0.0015354156494140625}","{'cpus': 0.001384735107421875, 'memory': 0.001605987548828125}","{'cpus': 0.00016689300537109375, 'memory': None}",0.003250122,0.000258446,3.973978996,0.016435327,1,"[0.00013924 0.00014782 0.0001564  0.00016499 0.00017357 0.00018311
 0.0001936  0.00020409 0.00021362 0.000247   0.00138474]","[0.00025272 0.0002594  0.00026989 0.0002861  0.00030231 0.0003233
 0.00034523 0.00039577 0.0011673 ]",3,SCHEDULE,0
304,3.52363E+11,3,14423004927,2,0,0,0,736,391418297,"{'cpus': 0.0012416839599609375, 'memory': 0.000213623046875}",[],3,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3,0,1.9797E+12,1.98E+12,"{'cpus': 0.00022029876708984375, 'memory': 9.250640869140625e-05}","{'cpus': 0.0006465911865234375, 'memory': 0.000102996826171875}","{'cpus': 0.0002117156982421875, 'memory': None}",0.000195503,9.54E-07,2.008303404,0.007136329,1,"[3.52859497e-05 5.05447388e-05 9.44137573e-05 1.80244446e-04
 1.99317932e-04 2.18391418e-04 2.38418579e-04 2.59399414e-04
 3.29017639e-04 3.78608704e-04 6.46591187e-04]","[0.00038242 0.00038624 0.00039005 0.00039387 0.0004015  0.00041866
 0.00043488 0.00046253 0.00052834]",5,FINISH,0
305,5.25588E+11,3,20866460087,1,0,119,0,158,26100258,"{'cpus': 0.0528564453125, 'memory': 0.0057373046875}",[],3,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,/uGmjxrMkJa0wKZ37YfLZ0bxh7umabcMQlN3uxZc2BU=,PEBuVlOucap+AAmcCMqCmwkEKagmCYpol+M+MqxpYAU=,[],2,0,1.905E+12,1.9053E+12,"{'cpus': 0.0419921875, 'memory': 0.0018291473388671875}","{'cpus': 0.1070556640625, 'memory': 0.00252532958984375}","{'cpus': 0.04339599609375, 'memory': None}",0.006904602,0.000179291,0.717419326,0.002800302,1,"[0.00840759 0.02401733 0.02905273 0.03308105 0.03729248 0.04187012
 0.046875   0.04968262 0.05499268 0.06311035 0.07250977]","[0.06384277 0.06469727 0.06506348 0.06555176 0.06591797 0.06726074
 0.06811523 0.0690918  0.07067871]",7,FINISH,0
306,1.06422E+12,0,3.00836E+11,2,0,360,2.71642E+11,464,10730045900,"{'cpus': 0.020263671875, 'memory': 0.0013027191162109375}",[],0,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,sKvpQodvOVYLFyh/UzTcFk1/JfjwK22JNnim9cKg1Rs=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.21787E+12,1.21788E+12,"{'cpus': 0.0006494522094726562, 'memory': 0.0006227493286132812}","{'cpus': 0.0027008056640625, 'memory': 0.0007762908935546875}","{'cpus': 0.001255035400390625, 'memory': None}",0,0.000527382,1.121318102,0.003202352,1,"[4.10079956e-05 4.29153442e-05 5.24520874e-05 6.19888306e-05
 7.05718994e-05 7.91549683e-05 8.77380371e-05 4.84466553e-04
 1.62887573e-03 2.56347656e-03 2.70080566e-03]","[0.00270081 0.00270081 0.00270081 0.00270081 0.00270081 0.00270081
 0.00270081 0.00270081 0.00270081]",6,ENABLE,0
307,1.66139E+12,5,7.84489E+11,1,0,105,0,6454,80278664091,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}",[],5,+pEi4UWjK+Z87VFhehFntjxliEHRzmohnK5X1T3UYZU=,E9WF/Q8KHGGSbAlLBCwY7sX2YtV2vHDhUNjmGqF6ugU=,aO3GLFVWQoYjAjR6Y8EmWkQOBXuJwYUTTrUD+1YvgE4=,[],3,1,1.3428E+12,1.3431E+12,"{'cpus': 0.00021839141845703125, 'memory': 0.000896453857421875}","{'cpus': 0.0007944107055664062, 'memory': 0.0008993148803710938}","{'cpus': 0.00012874603271484375, 'memory': None}",0.011016846,7.63E-06,3.684666157,0.017217394,1,"[0.00010395 0.00014496 0.00016403 0.00018024 0.00019073 0.00020123
 0.00021172 0.00022602 0.00025082 0.00029659 0.00079441]","[0.00030327 0.00031376 0.00032997 0.00034714 0.0003624  0.0003767
 0.00039101 0.0004406  0.00061607]",4,LOST,0
308,1.06955E+12,2,7.35991E+11,2,0,360,6.40849E+11,1241,1.7581E+11,"{'cpus': 0.017333984375, 'memory': 0.0013027191162109375}",[],2,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,/ccRH2ZsbQ1n/SVrs5Yn/G5EAJRLKUgfXWXiW4g36Ls=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,6.858E+11,6.861E+11,"{'cpus': 0.016082763671875, 'memory': 0.00638580322265625}","{'cpus': 0.091552734375, 'memory': 0.017059326171875}","{'cpus': 0.00408172607421875, 'memory': None}",0,0.001121521,0.88677609,0.001110895,1,"[0.00017834 0.00022411 0.00029945 0.00065327 0.00127602 0.00231171
 0.00449371 0.01075745 0.03991699 0.06665039 0.09155273]","[0.06860352 0.07067871 0.07421875 0.0760498  0.07666016 0.07739258
 0.078125   0.08178711 0.0859375 ]",3,FAIL,1
309,5.67759E+11,0,2.61379E+11,2,0,360,2.21495E+11,646,447962334,"{'cpus': 0.011077880859375, 'memory': 0.0013027191162109375}",[],0,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,ir4ewLnJ2zsfB14RCYD/70NQKmdGPHhwRRo+2IXRSto=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2,0,2.3985E+12,2.3988E+12,"{'cpus': 0.0124664306640625, 'memory': 0.00588226318359375}","{'cpus': 0.044677734375, 'memory': 0.0095367431640625}","{'cpus': 0.00010967254638671875, 'memory': None}",0,0.000293732,3.438702106,0.019802749,1,"[4.48226929e-05 6.48498535e-05 8.58306885e-05 1.28746033e-04
 8.78906250e-03 1.51062012e-02 1.83715820e-02 2.07214355e-02
 2.26135254e-02 2.47497559e-02 5.20019531e-02]","[0.0249939  0.02523804 0.0255127  0.02587891 0.02642822 0.02792358
 0.02844238 0.02935791 0.0302124 ]",7,ENABLE,0
310,70290442908,2,25911627449,2,0,0,0,1675,21937612620,"{'cpus': 0.002025604248046875, 'memory': 0.000232696533203125}",[],2,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3,0,4.09496E+11,4.095E+11,"{'cpus': 0.00012969970703125, 'memory': 0.00011730194091796875}","{'cpus': 0.000339508056640625, 'memory': 0.000118255615234375}","{'cpus': 7.2479248046875e-05, 'memory': None}",0.000232697,8.58E-06,2.526380301,0.013950727,1,"[6.10351562e-05 6.10351562e-05 6.10351562e-05 6.38961792e-05
 6.86645508e-05 7.43865967e-05 8.01086426e-05 8.48770142e-05
 1.82151794e-04 1.82151794e-04 1.82151794e-04]","[0.00018215 0.00018215 0.00018215 0.00018215 0.00018215 0.00018215
 0.00018215 0.00018215 0.00018215]",2,FAIL,1
311,1.97281E+12,0,2.36368E+11,0,0,0,0,27999,125946262,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",0,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,EVN94d9fIFzR7ApTSdBG8VyV7YEmR+GB2LpjJ7QtWlM=,uXg7PS0QinS0hu2jPMkHebkDJpZMywmqm/pOwvdFE5s=,[],1,0,2.2491E+12,2.2494E+12,"{'cpus': 0.0002002716064453125, 'memory': 0.0006771087646484375}","{'cpus': 0.0008182525634765625, 'memory': 0.00067901611328125}","{'cpus': 0.0004930496215820312, 'memory': None}",0.00668335,9.54E-07,3.492854834,0.009505982,1,"[0.00013638 0.00014305 0.00015068 0.00015831 0.00016499 0.00017262
 0.00018597 0.00020313 0.00022125 0.00027275 0.00087166]","[0.00028133 0.00029087 0.00029945 0.00030804 0.00033474 0.00039577
 0.00049305 0.00051975 0.0005722 ]",5,ENABLE,0
312,1.50643E+12,6,3.58931E+11,0,0,103,0,2213,123081564,"{'cpus': 0.0018482208251953125, 'memory': 0.0012454986572265625}",[],6,bIEfKw4txb2bIvwdWUnKf0wrWg3TY2zGk85oI4/bK8k=,vSz+QDcDPqTrYecdNXNiu2zil1xPxG438T2O07FtWf0=,4HqIL2VU8wRPFQBQGtCcPXOgq++k+HIy1zslemTxcak=,[],3,1,1.50451E+12,1.5048E+12,"{'cpus': 0.00109100341796875, 'memory': 0.0009822845458984375}","{'cpus': 0.00438690185546875, 'memory': 0.00098419189453125}","{'cpus': 0.0009717941284179688, 'memory': None}",0.001270294,2.48E-05,3.562448978,0.033205621,1,"[0.00074959 0.00091553 0.00095177 0.00098038 0.00100708 0.00103569
 0.00106812 0.00110245 0.0011673  0.00136375 0.0018692 ]","[0.00142097 0.00146103 0.00149345 0.00152397 0.0015564  0.00159073
 0.00167656 0.00172043 0.00180626]",6,SCHEDULE,0
313,2.51184E+12,3,3.26996E+11,0,0,0,0,2664,10623306675,"{'cpus': 0.0081024169921875, 'memory': 0.002605438232421875}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,mFccAwSpKwk0BKReoFjaHeMYi214UNgT3b2HNUKhtv8=,oqsOibrMNgvCMEEkoImNer9aArYpYkhbD/bCmygbYL4=,[],1,0,2.4852E+12,2.4855E+12,"{'cpus': 0.009674072265625, 'memory': 0.0008153915405273438}","{'cpus': 0.033203125, 'memory': 0.0009307861328125}","{'cpus': 0.00830078125, 'memory': None}",0.002605438,0.000282288,0.581055939,0.005218031,1,"[0.00021076 0.00430298 0.00805664 0.00840759 0.00863647 0.00878906
 0.00892639 0.0090332  0.00923157 0.01837158 0.0333252 ]","[0.01940918 0.02062988 0.02175903 0.02197266 0.02258301 0.02285767
 0.02362061 0.02774048 0.02813721]",8,FINISH,0
314,2.20788E+12,3,14423004927,2,0,0,0,2436,144462660,"{'cpus': 0.001171112060546875, 'memory': 0.00019550323486328125}",[],3,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3,0,1.9797E+12,1.98E+12,"{'cpus': 0.00022029876708984375, 'memory': 9.250640869140625e-05}","{'cpus': 0.0006465911865234375, 'memory': 0.000102996826171875}","{'cpus': 0.0002117156982421875, 'memory': None}",0.000195503,9.54E-07,2.008303404,0.007136329,1,"[3.52859497e-05 5.05447388e-05 9.44137573e-05 1.80244446e-04
 1.99317932e-04 2.18391418e-04 2.38418579e-04 2.59399414e-04
 3.29017639e-04 3.78608704e-04 6.46591187e-04]","[0.00038242 0.00038624 0.00039005 0.00039387 0.0004015  0.00041866
 0.00043488 0.00046253 0.00052834]",5,FINISH,0
315,5.31127E+11,6,3.00373E+11,3,1,200,0,288,1703162,"{'cpus': 0.003238677978515625, 'memory': 0.0130615234375}",[],6,XEZuuAhS9ay78XGMDdgrAeCL3ius50mKPuLfVZb7mF8=,b0TDFYwbVyvfZEuQHQ9hTqdYZ6q9FlB/9IYI2Vtg+9U=,zxvDftCgfxOeCp6DQI9uucdZjiDfdY8ERlmn4kAHmMQ=,[],2,0,2.895E+11,2.898E+11,"{'cpus': 0.0002288818359375, 'memory': 0.0018558502197265625}","{'cpus': 0.0015163421630859375, 'memory': 0.001857757568359375}","{'cpus': 0.00026988983154296875, 'memory': None}",0.013046265,0.000228882,,,1,"[0.00015163 0.00017643 0.00018406 0.00019264 0.00020123 0.00020885
 0.00021744 0.00023174 0.00024986 0.00027847 0.00152969]","[0.00028419 0.00029087 0.00029755 0.00030422 0.00032043 0.00035763
 0.00044441 0.00051498 0.00079346]",8,SCHEDULE,0
